Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,processed_text,processed_text_no_lexnorm
USER USER masa baru kena hestek aja udah kepanasan ??? Kepo banget ; ; #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,user user hestek panas ingin tahu,user user hestek aja udah panas kepo banget
"Maju lu sini duit tapi kau goyang kaki tak buat pape , mana la duit nak maju kat kau bodo URL",0,1,0,0,0,0,0,0,0,0,0,0,maju duit goyang kaki tidak pape la duit nak maju kat bodoh url,maju lu duit kau goyang kaki tak pape la duit nak maju kat kau bodo url
"USER HKBP berdiri itu sejak pecahnya kristen khatolik pada zaman penjajahan belanda,dl tdk ada yg namanya kristen protestan yg ada cm kristen khatolik.\nTerjadilah perpecahan dan berdirilah HKBP yg prtama kali di tarutung.\n\nNah skrg anda sy k",0,0,0,0,0,0,0,0,0,0,0,0,user hkbp diri pecah kristen khatolik zaman jajah belanda dl tidak nama kristen protestan kristen khatolik nterjadilah pecah diri hkbp prtama tarutung nnah,user hkbp diri pecah kristen khatolik zaman jajah belanda dl tdk yg nama kristen protestan yg cm kristen khatolik nterjadilah pecah diri hkbp yg prtama tarutung nnah skrg sy
"Ha .. ha .. Banyak baca biar pintar ... JEPANG, AMERIKA, CHINA... Utang sama siapa ... Anda tau enggak ..?",0,0,0,0,0,0,0,0,0,0,0,0,ha ha baca pintar jepang amerika china utang tidak,ha ha baca biar pintar jepang amerika china utang tau
Prabowo Sudah Kalah Menyebut Bantuan Jokowi Hanya Pencitraan Adalah Ratapan Pilu,1,0,1,0,0,0,0,0,1,1,0,0,prabowo kalah sebut bantu jokowi citra ratap pilu,prabowo kalah sebut bantu jokowi citra ratap pilu
USER USER dan yang takut dengan adzan adalah IBLIS',0,0,0,0,0,0,0,0,0,0,0,0,user user takut adzan iblis,user user takut adzan iblis
USER USER Yg goblog itu adalah bani cebong tukang tipu penjilat penguasa yg ketahuan gerakin masa yg dibayar pakai nasi bungkus. Propaganda nasi bungkus memang selalu gagal.',1,1,0,1,0,0,0,0,1,0,1,0,user user goblog bani cebong tukang tipu jilat kuasa tahu gerakin bayar pakai nasi bungkus propaganda nasi bungkus gagal,user user yg goblog bani cebong tukang tipu jilat kuasa yg tahu gerakin yg bayar pakai nasi bungkus propaganda nasi bungkus gagal
USER USER USER USER Wuih... cebong sewot...\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,user user user user wuih cebong marah xf xf xf xf xf xf,user user user user wuih cebong sewot xf xf xf xf xf xf
2. Gerakan ini menekankan pentingnya kerja keras secara total untuk tingkatkan potensi bangsa,0,0,0,0,0,0,0,0,0,0,0,0,gera tekan keras total tingkat potensi bangsa,gera tekan keras total tingkat potensi bangsa
Padahal gubernur saat ini Djarot. Mayoritas partai politik di DPRD juga pendukung Ahok Djarot. Payah ya mereka USER URL,1,0,1,0,0,0,0,0,1,1,0,0,gubernur djarot mayoritas partai politik dprd dukung ahok djarot payah user url,gubernur djarot mayoritas partai politik dprd dukung ahok djarot payah user url
"USER rezim rusak bukan memperbaiki systeamnya malah sibuk cari2 kesalahan klu itu pasti ketemu aja, KPK alatnya, besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi, orangnya'",0,0,0,0,0,0,0,0,0,0,0,0,user rezim rusak bukan baik systeamnya sibuk cari salah ketemu kpk alat besok perintah ganti ulang engah selesai organisasi orang,user rezim rusak bukan baik systeamnya sibuk cari salah klu ketemu aja kpk alat besok perintah ganti ulang engah selesai organisasi orang
"Saat orang orang saling menuding antek aseng, aseng sesungguhnya bertepuk tangan.'",0,0,0,0,0,0,0,0,0,0,0,0,tuding antek aseng aseng sungguh tepuk tangan,tuding antek aseng aseng sungguh tepuk tangan
USER Nah loh katanya anti aseng',0,0,0,0,0,0,0,0,0,0,0,0,user loh anti aseng,user loh anti aseng
"Selamat Pak USER Semoga Bisa Terus Berkiprah, Bahkan Tingkat Nasional.",0,0,0,0,0,0,0,0,0,0,0,0,selamat user moga kiprah tingkat nasional,selamat user moga kiprah tingkat nasional
#AsyikM3nang saya sih ikut ulama saja,0,0,0,0,0,0,0,0,0,0,0,0,sih ulama,sih ulama
USER Yang saya ketahui bahwa diketapang banyak tka asing yg berkerja di berbagai perusahaan. Termasuk pt who tambang bouksid yg viral saat pilpres dulu. \nDan bisa jadi ini karena kerja sama tsb terjadi di era gubernur cornelis dan wakilnya ora,0,0,0,0,0,0,0,0,0,0,0,0,user tahu ketapang tka asing kerja usaha pt who tambang bouksid viral pilpres ndan era gubernur cornelis wakil ora,user tahu ketapang tka asing yg kerja usaha pt who tambang bouksid yg viral pilpres ndan tsb era gubernur cornelis wakil ora
USER Anak pecun... ga jauh2 dr hobi zina.. haha',1,1,1,0,0,0,0,1,0,1,0,0,user anak pecun tidak hobi zina tertawa,user anak pecun ga dr hobi zina haha
USER QUE BOM SBBSNSN',0,0,0,0,0,0,0,0,0,0,0,0,user que bom sbbsnsn,user que bom sbbsnsn
"USER Istirahat aja pak presiden momentum sudah berlalu, saya pernah jadi saksi telinga dan mata awal rapat pembentukan PD di Pacitan tahun 2003",0,0,0,0,0,0,0,0,0,0,0,0,user istirahat presiden momentum saksi telinga rapat bentuk pacitan tahun,user istirahat aja presiden momentum saksi telinga rapat bentuk pd pacitan tahun
"Pada 1979, House Select Committee on Assassinations (HSCA) menemukan cacat investigasi yang dilakukan FBI dan Warren Commission. HSCA juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya.'",0,0,0,0,0,0,0,0,0,0,0,0,house select committee on assassinations hsca temu cacat investigasi fbi warren commission hsca simpul tembak konspirasi dalam,house select committee on assassinations hsca temu cacat investigasi fbi warren commission hsca simpul tembak konspirasi dalam
"USER Tak terasa genap 1 tahun mendatang 17 April 2018 akan digelar Hajatan pilpres, acara tahunan Negara Indonesia untuk memilih Presiden. Semoga senantiasa berjalan aman dan lancar. Amin.",0,0,0,0,0,0,0,0,0,0,0,0,user tidak genap tahun april gelar hajat pilpres acara tahun negara indonesia pilih presiden moga senantiasa jalan aman lancar amin,user tak genap tahun april gelar hajat pilpres acara tahun negara indonesia pilih presiden moga senantiasa jalan aman lancar amin
USER Ian pantat',0,1,0,0,0,0,0,0,0,0,0,0,user ian pantat,user ian pantat
"USER USER Ngakunya org pintar dan beragama, emangnya agama mana yg memperbolehkan menista dan menghujat org lain???. Jgnkan orang bodoh, org yg ( maaf) sejak lahir idiot sekalipun dia, kita hrs hargain sebagai sesama ciptaan Tuhan. Ingat : iblis itu juga pintar dan sangat licik!!!'",0,1,0,0,0,0,0,0,0,0,0,0,user user ngakunya pintar agama emang agama boleh nista hujat jgnkan bodoh maaf lahir bodoh hargain cipta tuhan iblis pintar licik,user user ngakunya org pintar agama emang agama yg boleh nista hujat org jgnkan bodoh org yg maaf lahir idiot hrs hargain cipta tuhan iblis pintar licik
Pendaftaran Capres untuk #Pilpres2019 saja belum dibuka sampai Agustus 2018...yang normatif begini politikus PDIP masih belum paham? #2019GantiPresiden !!,1,0,0,1,0,0,0,0,1,0,1,0,daftar capres belum buka agustus normatif politikus pdip belum paham,daftar capres belum buka agustus normatif politikus pdip belum paham
Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong URL,1,1,1,0,0,1,0,0,0,1,0,0,si bodoh perintah rezim komunis bobrok koruptor pimpin sidang dpr paya cebong url,si tolol udah tau perintah rezim komunis bobrok koruptor pimpin sidang dpr paya cebong url
dari dulu kenapa bapak w kalau ke mantan mantan w selalu mgerasa sedih ampe kepikiran dan gabisa tidur lohh?!! dan w ngerasa jadi anak yg brengsek aja gt ke laki2 :)))',0,1,0,0,0,0,0,0,0,0,0,0,mantan mantan mgerasa sedih ampe pikir gabisa tidur lohh ngerasa anak brengsek laki,mantan mantan mgerasa sedih ampe pikir gabisa tidur lohh ngerasa anak yg brengsek aja gt laki
Cina perusak bangsa!! Usir !! Stuju??,1,0,0,1,0,1,0,0,0,0,0,1,cina usak bangsa usir stuju,cina usak bangsa usir stuju
#2019GantiPresiden scra konstitusional hak setiap rakyat woiii!! . Gini nih kalo planga plongo tapi kelakuan otoriter.,1,1,1,0,0,0,0,0,1,1,0,0,scra konstitusional hak rakyat woiii planga plongo laku otoriter,scra konstitusional hak rakyat woiii gin nih kalo planga plongo laku otoriter
Mari kita wujudkan Pilkada Kota Bengkulu 2018 aman dan damai.; .; .; coki_adem86 98heruâ?¦,0,0,0,0,0,0,0,0,0,0,0,0,mari wujud pilkada kota bengkulu aman damai cok adem heru,mari wujud pilkada kota bengkulu aman damai cok adem heru
"Mau tanya serius ini sm presiden jokowi======= knp yg ada cm islam nusantara,knp tdk ada kristen nusantara,budha,hindu bahkan kong huchu nusantara???'",0,0,0,0,0,0,0,0,0,0,0,0,serius presiden jokowi islam nusantara tidak kristen nusantara budha hindu kong huchu nusantara,serius sm presiden jokowi knp yg cm islam nusantara knp tdk kristen nusantara budha hindu kong huchu nusantara
KORSA: Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam,0,0,0,0,0,0,0,0,0,0,0,0,korsa nyata moeldoko bukti istana takut bangkit umat islam,korsa nyata moeldoko bukti istana takut bangkit umat islam
cowo yang jago drasex mana? sini ngentot sama adek - luvian',0,1,0,0,0,0,0,0,0,0,0,0,cowo jago drasex ngentot adek luvian,cowo jago drasex ngentot adek luvian
"USER kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'",1,1,0,1,1,0,0,0,0,0,1,0,user kroasia kapir tauuu ngapain blajar kapir lupa kapling sorga,user kroasia kapir tauuu ngapain blajar sm kapir udh lupa sm kapling sorga
USER USER loh bukan nya mentri suharto ada yg homo?',1,1,1,0,0,0,0,1,0,1,0,0,user user loh bukan tri suharto homo,user user loh bukan tri suharto yg homo
Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',0,0,0,0,0,0,0,0,0,0,0,0,loh bukan culun cemen ubah perlahan buruk,gue tau loh bukan culun cemen ubah perlahan buruk
Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam',0,0,0,0,0,0,0,0,0,0,0,0,perang salib raja afrika bagi babilonia peluk kristen tobaco peluk islam,perang salib raja afrika bagi babilonia peluk kristen tobaco peluk islam
"Kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'",1,1,1,0,0,0,0,0,1,1,0,0,kejar setorang bangsad rupiah turun xf xf xa,kejar setorang bangsad rupiah turun xf xf xa
"Moga ini ada tindak lanjutnya!; ; Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.; #Perhaps USER;",1,0,1,0,1,0,0,0,0,1,0,0,moga tindak lapor nista agama ade armando ketua umum fpi kh shobri lubis bareskrim mabes polri gambir jakarta pusat selasa wib user,moga tindak lapor nista agama ade armando ketua umum fpi kh shobri lubis bareskrim mabes polri gambir jakarta pusat selasa wib user
USER USER USER USER USER USER USER USER Bangke.. hajar!!!!',1,1,1,0,0,0,0,0,1,0,0,1,user user user user user user user user bangke hajar,user user user user user user user user bangke hajar
USER USER USER .\nOnta mati klo kebanyakan Minum',1,0,0,1,0,0,0,0,1,0,1,0,user user user nonta mati banyak minum,user user user nonta mati klo banyak minum
URL Ahok tng mrka trus was-was hdpnya USER USER USER USER USER USER USER,1,0,1,0,0,0,0,0,1,1,0,0,url ahok tng mrka was was hdpnya user user user user user user user,url ahok tng mrka trus was was hdpnya user user user user user user user
Itu baru di Sul Teng.. !!!; Ini ekses akibat tersandera hutang china !!!; #2019GantiPresiden; #2019PresidenBaru ; #2019TetapJokowiGanti,1,0,1,0,0,0,0,0,1,1,0,0,sul teng ekses akibat sandera hutang china,sul teng ekses akibat sandera hutang china
"6. Pride (Yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",0,0,0,0,0,0,0,0,0,0,0,0,pride yunani xe xbd xcf xce xb xcf xce xb xcf xce xb xce xbd xce xaf xce xb hyper xc xphania angkuh harga sombong ndikenal sebut hubris vanity harga tinggi rubah manusia sombong sombong manusia kutuk mata tuhan manusia cinta,pride yunani xe xbd xcf xce xb xcf xce xb xcf xce xb xce xbd xce xaf xce xb hyper xc xphania angkuh harga sombong ndikenal sebut hubris vanity harga tinggi rubah manusia sombong sombong manusia kutuk mata tuhan manusia cinta
"Aku bertanya tujuan pada hati\nLogikaku yg menjawab \nTapi hati tak tenang\nAku bertanya pada logika \nHatiku sedih \nKu cari jawaban dalam wasiat yg Beliau tinggalkan. \nDan aku mulai menjadi terasing dan asing di mata manusia. \nTak apa duhai diri, ada",0,0,0,0,0,0,0,0,0,0,0,0,tuju hati nlogikaku ntapi hati tidak tenang naku logika nhatiku sedih nku cari wasiat beliau tinggal ndan asing asing manusia ntak duhai,tuju hati nlogikaku yg ntapi hati tak tenang naku logika nhatiku sedih nku cari wasiat yg beliau tinggal ndan asing asing manusia ntak duhai
USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,1,0,0,1,0,0,0,0,1,0,1,0,user tidak taji kpk era era komitmen berantas korupsi tidak era sby,user tak taji kpk era era komitmen dlm berantas korupsi tdk spt era sby
RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',1,1,0,1,0,0,0,0,1,0,1,0,retweet user admin bodoh partai bodoh npartai bodoh bodoh,rt user admin tolol partai tolol npartai tolol tolol
"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",0,1,0,0,0,0,0,0,0,0,0,0,retweet user ayu ting ting goyang hot raffi ahmad nagita slavina kampung norak url,rt user ayu ting ting goyang hot raffi ahmad nagita slavina kampung norak url
Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di USER,0,0,0,0,0,0,0,0,0,0,0,0,video tka malaysia kutip nyata user,video ttg tka malaysia kutip nyata user
PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatÂ DPRD,0,0,0,0,0,0,0,0,0,0,0,0,ppp jangan buru buru tolak wacana pilkada lewat dprd,ppp jangan buru buru tolak wacana pilkada lewat dprd
"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'",0,0,0,0,0,0,0,0,0,0,0,0,random pagi nyamperin meja nanya pakai bedak sih muka bersih istri butek ningin ku pakai air wudhu ku kristen,random pagi nyamperin meja trus nanya pake bedak sih biar muka bersih istri butek ningin ku pake air wudhu ku kristen
USER USER KO GUA KAMPRET',0,1,0,0,0,0,0,0,0,0,0,0,user user ko kampret,user user ko gua kampret
Memek lonte pengen disodok kontol gede',0,1,0,0,0,0,0,0,0,0,0,0,memek lonte ken sodok kontol gede,memek lonte ken sodok kontol gede
Jokowi aja yg mundur. USER tutup. URL,1,0,1,0,0,0,0,0,1,1,0,0,jokowi mundur user tutup url,jokowi aja yg mundur user tutup url
"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",1,1,1,0,0,0,0,1,0,1,0,0,user bicara opo mulut banci beli kaca diri broo,user ngomong opo mulut banci beli kaca diri broo
USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',1,1,1,0,0,0,0,0,1,1,0,0,user amin ras nada dan nada ratna si paiiit nada si onta nada si lobang anus njdi jngan takut wo wo nkehabisan obat tenang yh,user amin ras nada dan nada ratna si paiiit nada si onta nada si lobang anus njdi jngan takut wo wo nkehabisan obat tenang yh
USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',1,1,1,0,0,0,0,1,0,1,0,0,user tunggu komando imam bejat cabul user taik beer xf xf xd xba nape bawa ulama ndasar banj sempak,user tunggu komando imam bejat cabul user taik beer xf xf xd xba nape bawa ulama ndasar banj sempak
Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',1,0,0,1,0,0,0,0,1,0,1,0,kabinet beranta npemecah belah satu rezim,kabinet beranta npemecah belah satu ad rezim
"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'",1,1,1,0,0,0,1,0,0,1,0,0,dih ngaku pinter politik ngaca woyy tampang xc xak bodoh user ckakakakak,dih ngaku pinter dr politik ngaca woyy tampang loe aja xc xak bego user ckakakakak
"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",1,1,0,1,0,0,0,0,1,0,1,0,tekan usaha tambang target proyek impossible lelang murah antek cina ntb contoh pdip menang dasar bajing,tekan usaha tambang dgn target proyek impossible lelang murah antek cina ntb contoh pdip menang dasar bajing
USER USER ga caya sama mulut buaya mu bwang',1,1,1,0,0,0,0,0,1,1,0,0,user user tidak caya mulut buaya bwang,user user ga caya mulut buaya mu bwang
"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan",0,0,0,0,0,0,0,0,0,0,0,0,sby prabowo satu lawan mega jokowi peristiwa ulang di mana pdip incumbent kalah mutlak sby canda jkw mega sby lawan prabowo mk pilpres selesai canda poros pilpres mk salah lawan,sby prabowo satu lawan mega jokowi peristiwa ulang mana pdip yg incumbent kalah mutlak sby tp jk jkw mega sby lawan prabowo mk pilpres selesai jk poros pilpres mk salah lawan
RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,1,1,1,0,0,0,0,1,0,1,0,0,retweet user user jangan banci kaleng gatot gaduh gentleman mundur saing pilih presidens lawan jokowi,rt user user jangan kayak banci kaleng gatot gaduh gentleman mundur saing pilih presidens lawan jokowi
bebal...,0,0,0,0,0,0,0,0,0,0,0,0,bebal,bebal
"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",0,0,0,0,0,0,0,0,0,0,0,0,indonesia negara populasi muslim besar dunia islam musuh barat komunis hambat agenda penting obviously,indonesia negara populasi muslim besar dunia islam musuh barat amp komunis hambat agenda penting obviously
USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,user user umuh persib npersib kunyuk xf xf xf xf xf xf,user user umuh gt persib npersib kunyuk xf xf xf xf xf xf
USER USER Buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,1,0,1,0,0,0,0,0,1,1,0,0,user user film muslim pilih ahok mati tidak sholatin jamin laris,user user film muslim pilih ahok mati nggak sholatin jamin laris
"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'",0,0,0,0,0,0,0,0,0,0,0,0,banu banu yahudi beda banu banu kristen syriac salah beda banu yahudi tetep pakai eloah elohim yahwe syriac pakai alah allah,banu banu yahudi beda dgn banu banu kristen syriac salah beda ad banu yahudi tetep pake eloah elohim yahwe syriac pake alah allah
USER Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',0,1,0,0,0,0,0,0,0,0,0,0,user eh muka merah tidak cendol bukan la setan cuaca panas,user eh muka merah tu tak dpt cendol bukan la setan cuaca skrg ni panas
